timestamp,dept_id,node_id,active_users,cpu_utilization_pct,memory_usage_gb
2026-08-01 14:00:00,1,4,372,59.87,24.76
2026-08-01 14:00:00,6,5,360,64.48,31.96
2026-08-01 15:00:00,2,1,845,76.08,19.2
2026-08-01 15:00:00,7,2,434,87.37,8.69
2026-08-01 15:00:00,1,3,603,50.33,20.92
2026-08-01 15:00:00,2,4,334,61.87,21.51
2026-08-01 15:00:00,6,5,701,64.71,27.23
2026-08-01 16:00:00,8,1,145,20.65,17.1
2026-08-01 16:00:00,3,2,173,28.13,12.99
2026-08-01 16:00:00,1,3,117,14.99,29.8
2026-08-01 16:00:00,6,4,121,17.69,14.58
2026-08-01 16:00:00,7,5,350,31.46,28.05
2026-08-01 17:00:00,4,1,201,36.85,15.68
2026-08-01 17:00:00,6,2,201,23.15,30.42
2026-08-01 17:00:00,7,3,135,26.65,31.32
2026-08-01 17:00:00,6,4,286,41.2,31.78
2026-08-01 17:00:00,9,5,210,32.95,14.76
2026-08-01 18:00:00,5,1,193,32.0,15.4
2026-08-01 18:00:00,6,2,125,14.13,31.74
2026-08-01 18:00:00,1,3,198,36.05,8.44
2026-08-01 18:00:00,6,4,337,33.83,19.15
2026-08-01 18:00:00,6,5,144,14.72,15.94
2026-08-01 19:00:00,3,1,184,26.82,31.42
2026-08-01 19:00:00,9,2,79,23.05,27.3
2026-08-01 19:00:00,1,3,181,22.72,30.07
2026-08-01 19:00:00,7,4,72,14.92,22.02
2026-08-01 19:00:00,6,5,183,24.51,31.4
2026-08-01 20:00:00,6,1,269,37.96,14.21
2026-08-01 20:00:00,3,2,112,21.6,29.57
2026-08-01 20:00:00,8,3,246,46.77,24.41
2026-08-01 20:00:00,3,4,129,16.39,15.51
2026-08-01 20:00:00,1,5,133,26.12,16.37
2026-08-01 21:00:00,9,1,138,32.23,20.18
2026-08-01 21:00:00,3,2,280,37.85,23.56
2026-08-01 21:00:00,4,3,141,12.12,20.7
2026-08-01 21:00:00,1,4,160,16.12,13.91
2026-08-01 21:00:00,1,5,527,39.23,21.86
2026-08-01 22:00:00,2,1,322,34.98,14.76
2026-08-01 22:00:00,9,2,141,26.49,21.12
2026-08-01 22:00:00,5,3,90,16.39,22.29
2026-08-01 22:00:00,9,4,297,42.31,22.6
2026-08-01 22:00:00,9,5,356,43.33,9.8
2026-08-01 23:00:00,3,1,266,26.32,14.64
2026-08-01 23:00:00,6,2,430,32.94,18.1
2026-08-01 23:00:00,7,3,215,33.07,14.44
2026-08-01 23:00:00,8,4,355,39.5,14.48
2026-08-01 23:00:00,4,5,166,22.2,28.15
2026-08-02 00:00:00,2,1,249,19.26,24.28
2026-08-02 00:00:00,8,2,474,35.05,18.42
2026-08-02 00:00:00,7,3,175,30.52,12.47
2026-08-02 00:00:00,1,4,294,26.2,31.8
2026-08-02 00:00:00,4,5,192,30.23,26.52
2026-08-02 01:00:00,7,1,148,33.9,13.55
2026-08-02 01:00:00,5,2,193,26.83,19.45
2026-08-02 01:00:00,3,3,176,33.73,12.41
2026-08-02 01:00:00,5,4,132,17.09,24.98
2026-08-02 01:00:00,4,5,294,39.34,30.58
2026-08-02 02:00:00,9,1,102,22.81,28.75
2026-08-02 02:00:00,5,2,422,31.12,29.0
2026-08-02 02:00:00,2,3,296,24.5,18.42
2026-08-02 02:00:00,8,4,135,15.36,11.11
2026-08-02 02:00:00,5,5,432,40.52,22.31
2026-08-02 03:00:00,7,1,244,18.52,26.78
2026-08-02 03:00:00,7,2,165,24.92,25.36
2026-08-02 03:00:00,2,3,130,26.14,14.28
2026-08-02 03:00:00,7,4,266,32.94,21.84
2026-08-02 03:00:00,3,5,264,21.67,27.45
2026-08-02 04:00:00,2,1,313,26.0,26.59
2026-08-02 04:00:00,7,2,264,42.92,12.76
2026-08-02 04:00:00,1,3,165,21.39,13.9
2026-08-02 04:00:00,8,4,285,22.92,12.51
2026-08-02 04:00:00,8,5,393,36.64,10.41
2026-08-02 05:00:00,4,1,354,45.35,31.77
2026-08-02 05:00:00,2,2,150,30.36,28.08
2026-08-02 05:00:00,3,3,323,25.81,24.95
2026-08-02 05:00:00,9,4,177,18.65,15.69
2026-08-02 05:00:00,5,5,256,33.56,8.84
2026-08-02 06:00:00,2,1,377,40.09,29.81
2026-08-02 06:00:00,5,2,446,37.5,14.86
2026-08-02 06:00:00,4,3,108,22.22,20.07
2026-08-02 06:00:00,5,4,335,43.28,30.3
2026-08-02 06:00:00,3,5,460,37.14,22.12
2026-08-02 07:00:00,3,1,251,20.91,13.53
2026-08-02 07:00:00,3,2,154,12.52,19.71
2026-08-02 07:00:00,6,3,419,42.03,31.89
2026-08-02 07:00:00,5,4,467,44.49,8.68
2026-08-02 07:00:00,2,5,75,15.46,28.44
2026-08-02 08:00:00,8,1,475,49.42,8.53
2026-08-02 08:00:00,2,2,117,15.98,27.61
2026-08-02 08:00:00,6,3,343,26.92,26.62
2026-08-02 08:00:00,8,4,154,34.99,25.93
2026-08-02 08:00:00,6,5,205,43.21,16.09
2026-08-02 09:00:00,9,1,203,44.05,23.24
2026-08-02 09:00:00,1,2,161,15.41,31.97
2026-08-02 09:00:00,7,3,204,24.9,11.48
2026-08-02 09:00:00,2,4,156,25.19,25.72
2026-08-02 09:00:00,6,5,66,16.9,31.26
2026-08-02 10:00:00,8,1,288,57.64,30.13
2026-08-02 10:00:00,5,2,643,70.19,26.89
2026-08-02 10:00:00,7,3,777,70.08,17.1
2026-08-02 10:00:00,1,4,816,79.17,22.13
2026-08-02 10:00:00,2,5,1057,75.42,16.93
2026-08-02 11:00:00,9,1,409,67.05,20.58
2026-08-02 11:00:00,6,2,844,79.76,8.21
2026-08-02 11:00:00,2,3,439,60.34,16.96
2026-08-02 11:00:00,9,4,475,80.37,19.84
2026-08-02 11:00:00,2,5,413,65.74,8.78
2026-08-02 12:00:00,9,1,645,54.14,8.21
2026-08-02 12:00:00,9,2,947,80.86,22.47
2026-08-02 12:00:00,8,3,793,64.83,13.28
2026-08-02 12:00:00,3,4,671,71.08,29.34
2026-08-02 12:00:00,8,5,860,91.43,27.0
2026-08-02 13:00:00,1,1,918,74.22,29.63
2026-08-02 13:00:00,3,2,1068,92.96,25.49
2026-08-02 13:00:00,6,3,393,78.44,20.96
2026-08-02 13:00:00,1,4,564,62.08,13.58
2026-08-02 13:00:00,4,5,642,57.25,27.11
2026-08-02 14:00:00,6,1,915,84.61,28.62
2026-08-02 14:00:00,6,2,520,44.96,29.97
2026-08-02 14:00:00,7,3,738,64.39,30.64
2026-08-02 14:00:00,2,4,664,77.74,13.06
2026-08-02 14:00:00,6,5,309,51.37,28.55
2026-08-02 15:00:00,9,1,387,72.31,11.65
2026-08-02 15:00:00,5,2,422,69.05,28.74
2026-08-02 15:00:00,1,3,393,61.97,29.97
2026-08-02 15:00:00,9,4,665,64.94,17.21
2026-08-02 15:00:00,4,5,555,61.46,16.6
2026-08-02 16:00:00,9,1,148,24.52,11.29
2026-08-02 16:00:00,4,2,232,24.26,9.87
2026-08-02 16:00:00,4,3,222,41.1,17.67
2026-08-02 16:00:00,9,4,255,36.58,8.89
2026-08-02 16:00:00,6,5,164,18.95,20.35
2026-08-02 17:00:00,6,1,136,14.7,19.68
2026-08-02 17:00:00,6,2,289,40.13,17.73
2026-08-02 17:00:00,9,3,444,34.73,20.76
2026-08-02 17:00:00,2,4,64,13.74,8.99
2026-08-02 17:00:00,9,5,220,25.15,17.26
2026-08-02 18:00:00,3,1,136,24.88,14.76
2026-08-02 18:00:00,3,2,167,37.36,31.72
2026-08-02 18:00:00,5,3,329,35.59,19.81
2026-08-02 18:00:00,7,4,89,19.93,27.03
2026-08-02 18:00:00,6,5,436,34.52,21.65
2026-08-02 19:00:00,3,1,174,22.64,24.27
2026-08-02 19:00:00,7,2,417,42.54,26.49
2026-08-02 19:00:00,3,3,139,22.14,20.79
2026-08-02 19:00:00,5,4,112,13.46,19.81
2026-08-02 19:00:00,3,5,100,19.46,25.47
2026-08-02 20:00:00,6,1,283,31.29,28.13
2026-08-02 20:00:00,1,2,302,32.64,29.51
2026-08-02 20:00:00,2,3,289,27.73,27.25
2026-08-02 20:00:00,4,4,301,44.67,11.12
2026-08-02 20:00:00,4,5,54,16.59,13.26
2026-08-02 21:00:00,6,1,121,22.16,23.76
2026-08-02 21:00:00,8,2,271,31.62,15.24
2026-08-02 21:00:00,8,3,162,29.44,15.81
2026-08-02 21:00:00,5,4,258,42.53,28.65
2026-08-02 21:00:00,3,5,165,20.89,30.51
2026-08-02 22:00:00,8,1,467,41.44,24.79
2026-08-02 22:00:00,2,2,247,29.19,25.02
2026-08-02 22:00:00,9,3,252,46.92,13.3
2026-08-02 22:00:00,8,4,298,22.96,10.26
2026-08-02 22:00:00,5,5,278,26.73,16.43
2026-08-02 23:00:00,3,1,154,17.19,12.1
2026-08-02 23:00:00,1,2,375,35.58,21.51
2026-08-02 23:00:00,6,3,184,19.2,21.34
2026-08-02 23:00:00,3,4,130,13.06,17.46
2026-08-02 23:00:00,2,5,398,37.6,28.47
2026-08-03 00:00:00,8,1,169,29.85,8.66
2026-08-03 00:00:00,5,2,207,31.76,26.43
2026-08-03 00:00:00,4,3,234,42.95,27.2
2026-08-03 00:00:00,1,4,258,20.3,25.53
2026-08-03 00:00:00,4,5,350,29.66,29.4
2026-08-03 01:00:00,8,1,244,26.49,24.66
2026-08-03 01:00:00,3,2,225,25.59,28.72
2026-08-03 01:00:00,5,3,412,31.52,31.34
2026-08-03 01:00:00,7,4,283,27.35,31.35
2026-08-03 01:00:00,8,5,319,25.45,22.53
2026-08-03 02:00:00,1,1,121,21.22,25.51
2026-08-03 02:00:00,3,2,116,23.73,9.98
2026-08-03 02:00:00,1,3,56,14.28,8.69
2026-08-03 02:00:00,5,4,317,24.25,24.8
2026-08-03 02:00:00,4,5,227,34.2,16.14
2026-08-03 03:00:00,7,1,188,28.97,24.22
2026-08-03 03:00:00,7,2,431,31.22,9.04
2026-08-03 03:00:00,1,3,200,18.32,28.08
2026-08-03 03:00:00,2,4,117,22.08,16.94
2026-08-03 03:00:00,2,5,459,36.03,8.74
2026-08-03 04:00:00,3,1,475,34.81,27.96
2026-08-03 04:00:00,6,2,370,31.12,21.79
2026-08-03 04:00:00,8,3,371,34.28,11.64
2026-08-03 04:00:00,1,4,155,19.33,13.59
2026-08-03 04:00:00,7,5,65,13.16,30.92
2026-08-03 05:00:00,9,1,279,44.26,25.56
2026-08-03 05:00:00,3,2,309,25.54,19.25
2026-08-03 05:00:00,5,3,269,29.39,23.45
2026-08-03 05:00:00,2,4,151,22.88,31.51
2026-08-03 05:00:00,1,5,90,20.92,14.04
2026-08-03 06:00:00,6,1,270,44.0,15.03
2026-08-03 06:00:00,8,2,231,36.6,21.52
2026-08-03 06:00:00,9,3,196,16.13,29.73
2026-08-03 06:00:00,8,4,284,35.3,16.43
2026-08-03 06:00:00,8,5,189,36.98,13.45
2026-08-03 07:00:00,8,1,245,31.32,30.24
2026-08-03 07:00:00,9,2,98,11.58,18.72
2026-08-03 07:00:00,1,3,278,27.19,15.81
2026-08-03 07:00:00,4,4,147,27.92,24.58
2026-08-03 07:00:00,7,5,66,20.22,27.02
2026-08-03 08:00:00,8,1,317,46.12,23.77
2026-08-03 08:00:00,6,2,122,16.69,27.3
2026-08-03 08:00:00,7,3,333,42.21,27.41
2026-08-03 08:00:00,4,4,281,41.56,9.84
2026-08-03 08:00:00,8,5,59,15.63,25.39
2026-08-03 09:00:00,1,1,364,36.9,9.89
2026-08-03 09:00:00,5,2,348,32.66,22.66
2026-08-03 09:00:00,1,3,238,24.22,29.34
2026-08-03 09:00:00,3,4,428,43.55,20.62
2026-08-03 09:00:00,3,5,403,34.72,20.63
2026-08-03 10:00:00,7,1,1020,76.76,28.19
2026-08-03 10:00:00,7,2,713,76.17,25.02
2026-08-03 10:00:00,7,3,501,68.71,23.18
2026-08-03 10:00:00,4,4,426,44.73,31.12
2026-08-03 10:00:00,2,5,533,57.75,22.78
2026-08-03 11:00:00,5,1,461,64.57,14.63
2026-08-03 11:00:00,1,2,747,54.78,30.04
2026-08-03 11:00:00,9,3,945,70.84,31.43
2026-08-03 11:00:00,9,4,671,62.47,9.83
2026-08-03 11:00:00,4,5,486,57.87,30.35
2026-08-03 12:00:00,2,1,834,69.06,21.22
2026-08-03 12:00:00,7,2,557,60.3,14.19
2026-08-03 12:00:00,8,3,407,53.53,20.34
2026-08-03 12:00:00,6,4,385,62.89,18.97
2026-08-03 12:00:00,5,5,1071,76.43,21.98
2026-08-03 13:00:00,8,1,557,66.18,9.57
2026-08-03 13:00:00,1,2,486,60.89,26.54
2026-08-03 13:00:00,6,3,648,49.74,21.94
2026-08-03 13:00:00,3,4,645,67.54,11.18
2026-08-03 13:00:00,9,5,521,73.98,23.08
2026-08-03 14:00:00,5,1,484,56.47,19.04
2026-08-03 14:00:00,5,2,500,49.58,10.99
2026-08-03 14:00:00,5,3,271,58.0,27.99
2026-08-03 14:00:00,6,4,235,47.72,20.82
2026-08-03 14:00:00,6,5,590,75.2,20.01
2026-08-03 15:00:00,1,1,480,58.87,15.6
2026-08-03 15:00:00,3,2,320,64.62,19.96
2026-08-03 15:00:00,2,3,721,61.43,12.94
2026-08-03 15:00:00,4,4,651,78.2,10.77
2026-08-03 15:00:00,9,5,575,56.12,16.55
2026-08-03 16:00:00,7,1,294,27.94,28.47
2026-08-03 16:00:00,3,2,111,16.79,22.25
2026-08-03 16:00:00,8,3,415,38.34,30.32
2026-08-03 16:00:00,2,4,366,35.27,9.16
2026-08-03 16:00:00,2,5,193,19.04,23.06
2026-08-03 17:00:00,1,1,528,39.98,8.97
2026-08-03 17:00:00,1,2,205,28.83,8.65
2026-08-03 17:00:00,2,3,134,14.95,14.82
2026-08-03 17:00:00,7,4,187,36.2,17.4
2026-08-03 17:00:00,5,5,241,36.31,16.53
2026-08-03 18:00:00,9,1,308,21.03,21.89
2026-08-03 18:00:00,3,2,116,17.03,29.36
2026-08-03 18:00:00,4,3,155,26.58,9.94
2026-08-03 18:00:00,5,4,318,24.44,17.2
2026-08-03 18:00:00,9,5,102,18.95,25.07
2026-08-03 19:00:00,6,1,188,27.8,21.69
2026-08-03 19:00:00,7,2,446,33.12,29.56
2026-08-03 19:00:00,3,3,215,29.84,22.72
2026-08-03 19:00:00,6,4,564,48.08,21.33
2026-08-03 19:00:00,7,5,457,36.4,18.14
2026-08-03 20:00:00,3,1,76,18.42,22.29
2026-08-03 20:00:00,6,2,164,21.3,23.82
2026-08-03 20:00:00,9,3,474,45.53,18.75
2026-08-03 20:00:00,2,4,292,36.72,18.02
2026-08-03 20:00:00,1,5,127,17.88,12.0
2026-08-03 21:00:00,3,1,183,35.47,19.33
2026-08-03 21:00:00,9,2,203,33.17,13.43
2026-08-03 21:00:00,8,3,100,20.67,24.95
2026-08-03 21:00:00,1,4,410,35.13,20.7
2026-08-03 21:00:00,5,5,376,45.77,13.87
2026-08-03 22:00:00,2,1,214,21.85,11.76
2026-08-03 22:00:00,4,2,211,23.21,22.42
2026-08-03 22:00:00,9,3,241,31.57,12.03
2026-08-03 22:00:00,9,4,187,21.81,8.35
2026-08-03 22:00:00,9,5,371,37.4,10.72
2026-08-03 23:00:00,1,1,138,24.89,13.18
2026-08-03 23:00:00,8,2,237,17.15,13.31
2026-08-03 23:00:00,1,3,117,15.29,20.04
2026-08-03 23:00:00,9,4,235,21.54,17.08
2026-08-03 23:00:00,1,5,419,47.35,26.52
2026-08-04 00:00:00,1,1,197,23.46,20.46
2026-08-04 00:00:00,6,2,84,18.39,8.73
2026-08-04 00:00:00,6,3,256,27.97,15.37
2026-08-04 00:00:00,4,4,191,28.9,10.87
2026-08-04 00:00:00,3,5,208,46.45,12.78
2026-08-04 01:00:00,6,1,319,36.07,14.81
2026-08-04 01:00:00,5,2,478,40.88,26.77
2026-08-04 01:00:00,8,3,511,42.25,28.44
2026-08-04 01:00:00,7,4,365,39.09,19.92
2026-08-04 01:00:00,4,5,174,17.22,11.25
2026-08-04 02:00:00,8,1,368,38.74,23.05
2026-08-04 02:00:00,6,2,112,24.81,14.81
2026-08-04 02:00:00,1,3,188,21.76,27.72
2026-08-04 02:00:00,8,4,239,19.25,24.62
2026-08-04 02:00:00,6,5,291,35.34,27.68
2026-08-04 03:00:00,6,1,316,32.61,26.76
2026-08-04 03:00:00,2,2,524,39.48,13.98
2026-08-04 03:00:00,2,3,181,28.72,13.17
2026-08-04 03:00:00,4,4,263,35.89,26.74
2026-08-04 03:00:00,4,5,247,44.13,17.73
2026-08-04 04:00:00,8,1,110,20.28,20.18
2026-08-04 04:00:00,2,2,110,16.9,22.12
2026-08-04 04:00:00,9,3,307,28.3,17.41
2026-08-04 04:00:00,7,4,128,29.48,26.81
2026-08-04 04:00:00,5,5,345,39.67,15.93
2026-08-04 05:00:00,4,1,148,14.6,23.58
2026-08-04 05:00:00,3,2,280,28.99,28.74
2026-08-04 05:00:00,9,3,196,38.07,10.4
2026-08-04 05:00:00,9,4,275,39.65,22.0
2026-08-04 05:00:00,4,5,154,21.84,30.16
2026-08-04 06:00:00,6,1,226,35.63,17.87
2026-08-04 06:00:00,3,2,148,21.84,24.64
2026-08-04 06:00:00,5,3,148,35.14,27.81
2026-08-04 06:00:00,7,4,244,40.81,27.47
2026-08-04 06:00:00,6,5,122,18.56,28.42
2026-08-04 07:00:00,8,1,233,26.1,12.34
2026-08-04 07:00:00,2,2,270,42.47,13.53
2026-08-04 07:00:00,9,3,143,25.7,24.02
2026-08-04 07:00:00,2,4,152,17.67,30.31
2026-08-04 07:00:00,2,5,165,24.2,24.59
2026-08-04 08:00:00,5,1,84,15.38,12.09
2026-08-04 08:00:00,2,2,487,45.65,18.85
2026-08-04 08:00:00,2,3,219,36.29,11.96
2026-08-04 08:00:00,7,4,346,25.15,10.77
2026-08-04 08:00:00,1,5,269,39.36,31.85
2026-08-04 09:00:00,5,1,198,27.19,15.99
2026-08-04 09:00:00,7,2,67,14.92,22.68
2026-08-04 09:00:00,5,3,241,36.25,20.8
2026-08-04 09:00:00,7,4,223,20.54,26.19
2026-08-04 09:00:00,7,5,219,25.33,26.88
2026-08-04 10:00:00,6,1,1156,84.62,14.95
2026-08-04 10:00:00,2,2,551,81.73,10.22
2026-08-04 10:00:00,5,3,1020,82.3,19.66
2026-08-04 10:00:00,7,4,520,49.32,21.83
2026-08-04 10:00:00,6,5,467,48.03,26.91
2026-08-04 11:00:00,1,1,498,51.47,22.83
2026-08-04 11:00:00,2,2,266,52.5,21.49
2026-08-04 11:00:00,6,3,648,70.65,20.35
2026-08-04 11:00:00,9,4,432,83.32,16.36
2026-08-04 11:00:00,5,5,652,80.6,16.62
2026-08-04 12:00:00,4,1,404,74.63,25.04
2026-08-04 12:00:00,2,2,454,73.87,23.85
2026-08-04 12:00:00,5,3,630,74.77,8.01
2026-08-04 12:00:00,9,4,1110,82.1,30.98
2026-08-04 12:00:00,1,5,407,59.35,27.22
2026-08-04 13:00:00,6,1,366,51.49,9.62
2026-08-04 13:00:00,4,2,717,69.46,21.67
2026-08-04 13:00:00,7,3,442,78.62,25.82
2026-08-04 13:00:00,7,4,424,85.26,11.59
2026-08-04 13:00:00,7,5,917,65.69,11.01
2026-08-04 14:00:00,3,1,843,74.39,17.63
2026-08-04 14:00:00,7,2,318,49.72,25.68
2026-08-04 14:00:00,8,3,281,50.27,10.14
2026-08-04 14:00:00,9,4,580,82.7,12.78
2026-08-04 14:00:00,8,5,382,69.76,19.06
2026-08-04 15:00:00,9,1,746,75.74,27.31
2026-08-04 15:00:00,7,2,229,44.44,22.75
2026-08-04 15:00:00,9,3,998,87.59,19.11
2026-08-04 15:00:00,5,4,556,59.38,28.64
2026-08-04 15:00:00,3,5,339,62.8,22.21
2026-08-04 16:00:00,7,1,172,30.07,19.52
2026-08-04 16:00:00,2,2,158,19.59,13.95
2026-08-04 16:00:00,2,3,98,26.03,19.96
2026-08-04 16:00:00,1,4,195,26.54,24.2
2026-08-04 16:00:00,8,5,280,40.46,25.29
2026-08-04 17:00:00,5,1,113,29.78,28.92
2026-08-04 17:00:00,7,2,101,18.29,30.54
2026-08-04 17:00:00,2,3,501,41.17,22.53
2026-08-04 17:00:00,4,4,159,22.85,20.63
2026-08-04 17:00:00,4,5,170,23.81,21.04
2026-08-04 18:00:00,7,1,417,32.5,18.53
2026-08-04 18:00:00,1,2,191,40.12,15.55
2026-08-04 18:00:00,7,3,334,38.67,14.85
2026-08-04 18:00:00,9,4,278,27.21,13.3
2026-08-04 18:00:00,2,5,142,28.89,31.24
2026-08-04 19:00:00,8,1,152,30.73,13.77
2026-08-04 19:00:00,2,2,342,35.31,31.36
2026-08-04 19:00:00,3,3,191,40.43,14.06
2026-08-04 19:00:00,3,4,264,42.52,25.4
2026-08-04 19:00:00,4,5,181,17.87,13.6
2026-08-04 20:00:00,1,1,108,11.11,10.02
2026-08-04 20:00:00,2,2,152,22.53,28.86
2026-08-04 20:00:00,4,3,211,31.51,26.65
2026-08-04 20:00:00,8,4,267,42.59,18.69
2026-08-04 20:00:00,1,5,268,39.63,24.61
2026-08-04 21:00:00,4,1,449,34.17,15.74
2026-08-04 21:00:00,7,2,230,43.15,31.12
2026-08-04 21:00:00,6,3,287,40.5,23.96
2026-08-04 21:00:00,1,4,131,17.38,18.78
2026-08-04 21:00:00,4,5,269,26.56,15.72
2026-08-04 22:00:00,9,1,341,37.09,13.64
2026-08-04 22:00:00,9,2,332,41.96,28.08
2026-08-04 22:00:00,7,3,87,18.15,21.17
2026-08-04 22:00:00,7,4,95,17.7,16.73
2026-08-04 22:00:00,6,5,252,35.01,12.48
2026-08-04 23:00:00,8,1,111,15.46,19.02
2026-08-04 23:00:00,8,2,314,34.14,30.8
2026-08-04 23:00:00,6,3,128,28.95,27.63
2026-08-04 23:00:00,3,4,309,34.55,21.92
2026-08-04 23:00:00,7,5,183,35.35,18.22
2026-08-05 00:00:00,7,1,228,33.65,18.16
2026-08-05 00:00:00,3,2,256,34.77,21.21
2026-08-05 00:00:00,6,3,137,18.01,25.23
2026-08-05 00:00:00,2,4,301,36.86,18.67
2026-08-05 00:00:00,4,5,257,26.3,23.83
2026-08-05 01:00:00,5,1,359,41.37,11.5
2026-08-05 01:00:00,8,2,239,20.1,30.4
2026-08-05 01:00:00,3,3,145,29.68,14.84
2026-08-05 01:00:00,6,4,574,43.74,14.86
2026-08-05 01:00:00,4,5,205,41.86,23.47
2026-08-05 02:00:00,9,1,144,28.2,26.99
2026-08-05 02:00:00,6,2,277,28.78,17.95
2026-08-05 02:00:00,7,3,94,20.5,16.72
2026-08-05 02:00:00,2,4,136,15.66,10.24
2026-08-05 02:00:00,8,5,232,35.42,28.17
2026-08-05 03:00:00,5,1,202,18.31,30.68
2026-08-05 03:00:00,4,2,258,36.62,24.51
2026-08-05 03:00:00,9,3,276,38.61,28.64
2026-08-05 03:00:00,7,4,196,23.56,22.2
2026-08-05 03:00:00,2,5,177,40.85,27.4
2026-08-05 04:00:00,1,1,244,26.06,13.44
2026-08-05 04:00:00,1,2,262,43.58,18.09
2026-08-05 04:00:00,9,3,69,15.17,13.59
2026-08-05 04:00:00,6,4,167,15.5,8.19
2026-08-05 04:00:00,8,5,131,21.67,8.12
2026-08-05 05:00:00,3,1,121,24.54,22.18
2026-08-05 05:00:00,6,2,474,47.2,30.01
2026-08-05 05:00:00,9,3,385,37.01,8.94
2026-08-05 05:00:00,8,4,228,37.19,13.95
2026-08-05 05:00:00,7,5,208,22.83,30.87
2026-08-05 06:00:00,5,1,194,30.2,10.12
2026-08-05 06:00:00,2,2,236,30.59,13.31
2026-08-05 06:00:00,3,3,201,31.97,14.22
2026-08-05 06:00:00,1,4,404,35.39,19.94
2026-08-05 06:00:00,3,5,347,42.56,29.36
